created_at,user_id,session_id,device_id,attempt_index,char_id,response_time,press_duration,retry_count,prev_accuracy,prev_mastery,hint_count,session_number,difficulty_level,time_since_last_practice,prev_confidence,current_streak,wrong_streak,prev_mistakes,teaching_action,confidence_state,expected_pattern,entered_pattern,is_correct,press_order,source,is_synthetic,spec_version,braille_map_verified
2026-09-17T08:55:09.556+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,1,41,3765.40000000596,67.1333333353202,0,0,0,0,5,1,604800,1,1,0,0,2,1,14,14,True,"[3,2,4]",web,False,2,False
2026-09-17T08:55:13.883+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,2,43,1972.79999999702,63.6799999982119,0,1,0.25,0,5,1,10.848,2,2,0,0,2,0,59,59,True,"[1,2,4,5,6]",web,False,2,False
2026-09-17T08:55:20.764+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,3,32,4154.09999999404,64.8800000041723,0,0,0,0,5,1,604800,1,0,1,0,0,1,11,22,False,"[3,2,5]",web,False,2,False
2026-09-17T08:55:24.715+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,4,32,2139.79999999702,100.766666665673,1,0,0,0,5,1,3.951,1,0,2,1,1,1,11,22,False,"[3,2,5]",web,False,2,False
2026-09-17T08:55:33.507+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,5,32,6988.29999999702,90.9666666686535,2,0,0,1,5,1,8.792,1,0,3,2,1,2,11,22,False,"[2,3,5]",web,False,2,False
2026-09-17T08:55:37.787+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,6,32,2477.09999999404,82.6333333303531,3,0,0,2,5,1,4.28,2,1,0,3,2,2,11,11,True,"[2,1,4]",web,False,2,False
2026-09-17T08:55:45.811+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,7,27,5321.20000000298,86.7666666640176,0,0,0,0,5,1,604800,1,1,0,0,2,1,57,57,True,"[1,4,5,6]",web,False,2,False
2026-09-17T08:55:52.22+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,8,45,3930.29999999702,62.0999999940395,0,0,0,0,5,1,604800,1,0,1,0,0,1,54,34,False,"[2,6]",web,False,2,False
2026-09-17T08:55:55.507+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,9,45,1479.89999999106,100.20000000298,1,0,0,0,5,1,3.287,1,0,2,1,1,1,54,34,False,"[2,6]",web,False,2,False
2026-09-17T08:56:01.411+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,10,45,4098.89999999106,87.5250000022352,2,0,0,1,5,1,5.904,1,1,0,2,2,2,54,54,True,"[2,3,5,6]",web,False,2,False
2026-09-17T08:56:05.131+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,11,11,1200.69999998808,110.95000000298,0,0,0,0,5,1,604800,1,1,0,0,2,0,5,5,True,"[1,3]",web,False,2,False
2026-09-17T08:56:10.451+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,12,8,2742.29999999702,80,0,0,0,0,5,1,604800,1,1,0,0,2,1,12,12,True,"[3,4]",web,False,2,True
2026-09-17T08:56:16.579+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,13,26,3588.89999999106,66.4250000044703,0,0,0,0,5,1,604800,1,1,0,0,2,1,30,30,True,"[3,2,5,4]",web,False,2,False
2026-09-17T08:56:20.891+00:00,P01,1e4fdaf0-48a4-418c-9149-aec1dfa07b44,dev_h8vfnf5f,14,8,2041.40000000596,106.699999988079,0,1,0.25,0,5,1,10.44,1,2,0,0,2,0,12,12,True,"[3,4]",web,False,2,True
